Role,Speed,Endpoint 1 Name,Endpoint 1 Type,Endpoint 1 Interface ID,Endpoint 1 Interface Name,Endpoint 1 IP,Endpoint 2 Name,Endpoint 2 Type,Endpoint 2 Interface ID,Endpoint 2 Interface Name,Endpoint 2 IP,Rack
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/18:1,10.0.1.72/31,sys001_003_038,Server,,nic-00,10.0.1.73/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/19:0,10.0.1.74/31,sys001_003_039,Server,,nic-00,10.0.1.75/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/19:1,10.0.1.76/31,sys001_003_040,Server,,nic-00,10.0.1.77/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/20:0,10.0.1.78/31,sys001_003_041,Server,,nic-00,10.0.1.79/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/20:1,10.0.1.80/31,sys001_003_042,Server,,nic-00,10.0.1.81/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/21:0,10.0.1.82/31,sys001_003_043,Server,,nic-00,10.0.1.83/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/21:1,10.0.1.84/31,sys001_003_044,Server,,nic-00,10.0.1.85/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/22:0,10.0.1.86/31,sys001_003_045,Server,,nic-00,10.0.1.87/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/22:1,10.0.1.88/31,sys001_003_046,Server,,nic-00,10.0.1.89/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/23:0,10.0.1.90/31,sys001_003_047,Server,,nic-00,10.0.1.91/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/23:1,10.0.1.92/31,sys001_003_048,Server,,nic-00,10.0.1.93/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/24:0,10.0.1.94/31,sys001_003_049,Server,,nic-00,10.0.1.95/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/24:1,10.0.1.96/31,sys001_003_050,Server,,nic-00,10.0.1.97/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/25:0,10.0.1.98/31,sys001_003_051,Server,,nic-00,10.0.1.99/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/25:1,10.0.1.100/31,sys001_003_052,Server,,nic-00,10.0.1.101/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/26:0,10.0.1.102/31,sys001_003_053,Server,,nic-00,10.0.1.103/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/26:1,10.0.1.104/31,sys001_003_054,Server,,nic-00,10.0.1.105/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/27:0,10.0.1.106/31,sys001_003_055,Server,,nic-00,10.0.1.107/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/27:1,10.0.1.108/31,sys001_003_056,Server,,nic-00,10.0.1.109/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/28:0,10.0.1.110/31,sys001_003_057,Server,,nic-00,10.0.1.111/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/28:1,10.0.1.112/31,sys001_003_058,Server,,nic-00,10.0.1.113/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/29:0,10.0.1.114/31,sys001_003_059,Server,,nic-00,10.0.1.115/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/29:1,10.0.1.116/31,sys001_003_060,Server,,nic-00,10.0.1.117/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/30:0,10.0.1.118/31,sys001_003_061,Server,,nic-00,10.0.1.119/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_003_1,Leaf,,et-0/0/30:1,10.0.1.120/31,sys001_003_062,Server,,nic-00,10.0.1.121/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/0:0,10.0.1.122/31,sys001_004_001,Server,,nic-00,10.0.1.123/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/0:1,10.0.1.124/31,sys001_004_002,Server,,nic-00,10.0.1.125/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/1:0,10.0.1.126/31,sys001_004_003,Server,,nic-00,10.0.1.127/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/1:1,10.0.1.128/31,sys001_004_004,Server,,nic-00,10.0.1.129/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/2:0,10.0.1.130/31,sys001_004_005,Server,,nic-00,10.0.1.131/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/2:1,10.0.1.132/31,sys001_004_006,Server,,nic-00,10.0.1.133/31,Rack_15_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/3:0,10.0.1.134/31,sys001_004_007,Server,,nic-00,10.0.1.135/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/3:1,10.0.1.136/31,sys001_004_008,Server,,nic-00,10.0.1.137/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/4:0,10.0.1.138/31,sys001_004_009,Server,,nic-00,10.0.1.139/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/4:1,10.0.1.140/31,sys001_004_010,Server,,nic-00,10.0.1.141/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/5:0,10.0.1.142/31,sys001_004_011,Server,,nic-00,10.0.1.143/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/5:1,10.0.1.144/31,sys001_004_012,Server,,nic-00,10.0.1.145/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/6:0,10.0.1.146/31,sys001_004_013,Server,,nic-00,10.0.1.147/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/6:1,10.0.1.148/31,sys001_004_014,Server,,nic-00,10.0.1.149/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/7:0,10.0.1.150/31,sys001_004_015,Server,,nic-00,10.0.1.151/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/7:1,10.0.1.152/31,sys001_004_016,Server,,nic-00,10.0.1.153/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/8:0,10.0.1.154/31,sys001_004_017,Server,,nic-00,10.0.1.155/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/8:1,10.0.1.156/31,sys001_004_018,Server,,nic-00,10.0.1.157/31,Rack_16_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/9:0,10.0.1.158/31,sys001_004_019,Server,,nic-00,10.0.1.159/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/9:1,10.0.1.160/31,sys001_004_020,Server,,nic-00,10.0.1.161/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/10:0,10.0.1.162/31,sys001_004_021,Server,,nic-00,10.0.1.163/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/10:1,10.0.1.164/31,sys001_004_022,Server,,nic-00,10.0.1.165/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/11:0,10.0.1.166/31,sys001_004_023,Server,,nic-00,10.0.1.167/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/11:1,10.0.1.168/31,sys001_004_024,Server,,nic-00,10.0.1.169/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/12:0,10.0.1.170/31,sys001_004_025,Server,,nic-00,10.0.1.171/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/12:1,10.0.1.172/31,sys001_004_026,Server,,nic-00,10.0.1.173/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/13:0,10.0.1.174/31,sys001_004_027,Server,,nic-00,10.0.1.175/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/13:1,10.0.1.176/31,sys001_004_028,Server,,nic-00,10.0.1.177/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/14:0,10.0.1.178/31,sys001_004_029,Server,,nic-00,10.0.1.179/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/14:1,10.0.1.180/31,sys001_004_030,Server,,nic-00,10.0.1.181/31,Rack_17_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/15:0,10.0.1.182/31,sys001_004_031,Server,,nic-00,10.0.1.183/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/15:1,10.0.1.184/31,sys001_004_032,Server,,nic-00,10.0.1.185/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/16:0,10.0.1.186/31,sys001_004_033,Server,,nic-00,10.0.1.187/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/16:1,10.0.1.188/31,sys001_004_034,Server,,nic-00,10.0.1.189/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/17:0,10.0.1.190/31,sys001_004_035,Server,,nic-00,10.0.1.191/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/17:1,10.0.1.192/31,sys001_004_036,Server,,nic-00,10.0.1.193/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/18:0,10.0.1.194/31,sys001_004_037,Server,,nic-00,10.0.1.195/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/18:1,10.0.1.196/31,sys001_004_038,Server,,nic-00,10.0.1.197/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/19:0,10.0.1.198/31,sys001_004_039,Server,,nic-00,10.0.1.199/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/19:1,10.0.1.200/31,sys001_004_040,Server,,nic-00,10.0.1.201/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/20:0,10.0.1.202/31,sys001_004_041,Server,,nic-00,10.0.1.203/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/20:1,10.0.1.204/31,sys001_004_042,Server,,nic-00,10.0.1.205/31,Rack_18_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/21:0,10.0.1.206/31,sys001_004_043,Server,,nic-00,10.0.1.207/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/21:1,10.0.1.208/31,sys001_004_044,Server,,nic-00,10.0.1.209/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/22:0,10.0.1.210/31,sys001_004_045,Server,,nic-00,10.0.1.211/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/22:1,10.0.1.212/31,sys001_004_046,Server,,nic-00,10.0.1.213/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/23:0,10.0.1.214/31,sys001_004_047,Server,,nic-00,10.0.1.215/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/23:1,10.0.1.216/31,sys001_004_048,Server,,nic-00,10.0.1.217/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/24:0,10.0.1.218/31,sys001_004_049,Server,,nic-00,10.0.1.219/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/24:1,10.0.1.220/31,sys001_004_050,Server,,nic-00,10.0.1.221/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/25:0,10.0.1.222/31,sys001_004_051,Server,,nic-00,10.0.1.223/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/25:1,10.0.1.224/31,sys001_004_052,Server,,nic-00,10.0.1.225/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/26:0,10.0.1.226/31,sys001_004_053,Server,,nic-00,10.0.1.227/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/26:1,10.0.1.228/31,sys001_004_054,Server,,nic-00,10.0.1.229/31,Rack_19_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/27:0,10.0.1.230/31,sys001_004_055,Server,,nic-00,10.0.1.231/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/27:1,10.0.1.232/31,sys001_004_056,Server,,nic-00,10.0.1.233/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/28:0,10.0.1.234/31,sys001_004_057,Server,,nic-00,10.0.1.235/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/28:1,10.0.1.236/31,sys001_004_058,Server,,nic-00,10.0.1.237/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/29:0,10.0.1.238/31,sys001_004_059,Server,,nic-00,10.0.1.239/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/29:1,10.0.1.240/31,sys001_004_060,Server,,nic-00,10.0.1.241/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/30:0,10.0.1.242/31,sys001_004_061,Server,,nic-00,10.0.1.243/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_004_1,Leaf,,et-0/0/30:1,10.0.1.244/31,sys001_004_062,Server,,nic-00,10.0.1.245/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/0:0,10.0.1.246/31,sys001_005_001,Server,,nic-00,10.0.1.247/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/0:1,10.0.1.248/31,sys001_005_002,Server,,nic-00,10.0.1.249/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/1:0,10.0.1.250/31,sys001_005_003,Server,,nic-00,10.0.1.251/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/1:1,10.0.1.252/31,sys001_005_004,Server,,nic-00,10.0.1.253/31,Rack_20_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/2:0,10.0.2.2/31,sys001_005_005,Server,,nic-00,10.0.2.3/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/2:1,10.0.2.4/31,sys001_005_006,Server,,nic-00,10.0.2.5/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/3:0,10.0.2.6/31,sys001_005_007,Server,,nic-00,10.0.2.7/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/3:1,10.0.2.8/31,sys001_005_008,Server,,nic-00,10.0.2.9/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/4:0,10.0.2.10/31,sys001_005_009,Server,,nic-00,10.0.2.11/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/4:1,10.0.2.12/31,sys001_005_010,Server,,nic-00,10.0.2.13/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/5:0,10.0.2.14/31,sys001_005_011,Server,,nic-00,10.0.2.15/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/5:1,10.0.2.16/31,sys001_005_012,Server,,nic-00,10.0.2.17/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/6:0,10.0.2.18/31,sys001_005_013,Server,,nic-00,10.0.2.19/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/6:1,10.0.2.20/31,sys001_005_014,Server,,nic-00,10.0.2.21/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/7:0,10.0.2.22/31,sys001_005_015,Server,,nic-00,10.0.2.23/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/7:1,10.0.2.24/31,sys001_005_016,Server,,nic-00,10.0.2.25/31,Rack_21_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/8:0,10.0.2.26/31,sys001_005_017,Server,,nic-00,10.0.2.27/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/8:1,10.0.2.28/31,sys001_005_018,Server,,nic-00,10.0.2.29/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/9:0,10.0.2.30/31,sys001_005_019,Server,,nic-00,10.0.2.31/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/9:1,10.0.2.32/31,sys001_005_020,Server,,nic-00,10.0.2.33/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/10:0,10.0.2.34/31,sys001_005_021,Server,,nic-00,10.0.2.35/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/10:1,10.0.2.36/31,sys001_005_022,Server,,nic-00,10.0.2.37/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/11:0,10.0.2.38/31,sys001_005_023,Server,,nic-00,10.0.2.39/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/11:1,10.0.2.40/31,sys001_005_024,Server,,nic-00,10.0.2.41/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/12:0,10.0.2.42/31,sys001_005_025,Server,,nic-00,10.0.2.43/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/12:1,10.0.2.44/31,sys001_005_026,Server,,nic-00,10.0.2.45/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/13:0,10.0.2.46/31,sys001_005_027,Server,,nic-00,10.0.2.47/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/13:1,10.0.2.48/31,sys001_005_028,Server,,nic-00,10.0.2.49/31,Rack_22_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/14:0,10.0.2.50/31,sys001_005_029,Server,,nic-00,10.0.2.51/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/14:1,10.0.2.52/31,sys001_005_030,Server,,nic-00,10.0.2.53/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/15:0,10.0.2.54/31,sys001_005_031,Server,,nic-00,10.0.2.55/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/15:1,10.0.2.56/31,sys001_005_032,Server,,nic-00,10.0.2.57/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/16:0,10.0.2.58/31,sys001_005_033,Server,,nic-00,10.0.2.59/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/16:1,10.0.2.60/31,sys001_005_034,Server,,nic-00,10.0.2.61/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/17:0,10.0.2.62/31,sys001_005_035,Server,,nic-00,10.0.2.63/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/17:1,10.0.2.64/31,sys001_005_036,Server,,nic-00,10.0.2.65/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/18:0,10.0.2.66/31,sys001_005_037,Server,,nic-00,10.0.2.67/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/18:1,10.0.2.68/31,sys001_005_038,Server,,nic-00,10.0.2.69/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/19:0,10.0.2.70/31,sys001_005_039,Server,,nic-00,10.0.2.71/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/19:1,10.0.2.72/31,sys001_005_040,Server,,nic-00,10.0.2.73/31,Rack_23_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/20:0,10.0.2.74/31,sys001_005_041,Server,,nic-00,10.0.2.75/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/20:1,10.0.2.76/31,sys001_005_042,Server,,nic-00,10.0.2.77/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/21:0,10.0.2.78/31,sys001_005_043,Server,,nic-00,10.0.2.79/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/21:1,10.0.2.80/31,sys001_005_044,Server,,nic-00,10.0.2.81/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/22:0,10.0.2.82/31,sys001_005_045,Server,,nic-00,10.0.2.83/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/22:1,10.0.2.84/31,sys001_005_046,Server,,nic-00,10.0.2.85/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/23:0,10.0.2.86/31,sys001_005_047,Server,,nic-00,10.0.2.87/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/23:1,10.0.2.88/31,sys001_005_048,Server,,nic-00,10.0.2.89/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/24:0,10.0.2.90/31,sys001_005_049,Server,,nic-00,10.0.2.91/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/24:1,10.0.2.92/31,sys001_005_050,Server,,nic-00,10.0.2.93/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/25:0,10.0.2.94/31,sys001_005_051,Server,,nic-00,10.0.2.95/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/25:1,10.0.2.96/31,sys001_005_052,Server,,nic-00,10.0.2.97/31,Rack_24_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/26:0,10.0.2.98/31,sys001_005_053,Server,,nic-00,10.0.2.99/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/26:1,10.0.2.100/31,sys001_005_054,Server,,nic-00,10.0.2.101/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/27:0,10.0.2.102/31,sys001_005_055,Server,,nic-00,10.0.2.103/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/27:1,10.0.2.104/31,sys001_005_056,Server,,nic-00,10.0.2.105/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/28:0,10.0.2.106/31,sys001_005_057,Server,,nic-00,10.0.2.107/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/28:1,10.0.2.108/31,sys001_005_058,Server,,nic-00,10.0.2.109/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/29:0,10.0.2.110/31,sys001_005_059,Server,,nic-00,10.0.2.111/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/29:1,10.0.2.112/31,sys001_005_060,Server,,nic-00,10.0.2.113/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/30:0,10.0.2.114/31,sys001_005_061,Server,,nic-00,10.0.2.115/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_005_1,Leaf,,et-0/0/30:1,10.0.2.116/31,sys001_005_062,Server,,nic-00,10.0.2.117/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/0:0,10.0.2.118/31,sys001_006_001,Server,,nic-00,10.0.2.119/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/0:1,10.0.2.120/31,sys001_006_002,Server,,nic-00,10.0.2.121/31,Rack_25_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/1:0,10.0.2.122/31,sys001_006_003,Server,,nic-00,10.0.2.123/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/1:1,10.0.2.124/31,sys001_006_004,Server,,nic-00,10.0.2.125/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/2:0,10.0.2.126/31,sys001_006_005,Server,,nic-00,10.0.2.127/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/2:1,10.0.2.128/31,sys001_006_006,Server,,nic-00,10.0.2.129/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/3:0,10.0.2.130/31,sys001_006_007,Server,,nic-00,10.0.2.131/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/3:1,10.0.2.132/31,sys001_006_008,Server,,nic-00,10.0.2.133/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/4:0,10.0.2.134/31,sys001_006_009,Server,,nic-00,10.0.2.135/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/4:1,10.0.2.136/31,sys001_006_010,Server,,nic-00,10.0.2.137/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/5:0,10.0.2.138/31,sys001_006_011,Server,,nic-00,10.0.2.139/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/5:1,10.0.2.140/31,sys001_006_012,Server,,nic-00,10.0.2.141/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/6:0,10.0.2.142/31,sys001_006_013,Server,,nic-00,10.0.2.143/31,Rack_26_PoD_01
Leaf to Server,400G,leaf001_006_1,Leaf,,et-0/0/6:1,10.0.2.144/31,sys001_006_014,Server,,nic-00,10.0.2.145/31,Rack_26_PoD_01
